"image_link","generated_output"
"https://media.cnn.com/api/v1/images/stellar/prod/still-21521868-1236048-811-still-1.jpg?c=16x9&q=h_720,w_1280,c_fill","Protest in Sackets Harbor, NY: Diverse group protesting children's detention, holding signs like ""WE DEMAND CAGE-FREE CHILDREN"". Police present.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2195267619.jpg?c=16x9&q=h_720,w_1280,c_fill","Vice President JD Vance giving a formal speech at a podium.
"
"https://media.cnn.com/api/v1/images/stellar/prod/221025084043-ipad-10th-gen-review-cnnu-6.jpg?c=16x9&q=h_144,w_256,c_fill","Close-up of a pastel blue iPad 10th generation held in a hand, Apple logo visible.
"
"https://media.cnn.com/api/v1/images/stellar/prod/sarah-catherine-hook-parker-posey-sam-nivola.jpg?c=16x9&q=h_144,w_256,c_fill","Still from Netflix's ""The Changeling"":  Sarah Catherine Hook, Parker Posey, and Sam Nivola as a family in a Southeast Asian marketplace.
"
"https://media.cnn.com/api/v1/images/stellar/prod/editor-recs-money-saving-products.jpg?c=16x9&q=h_144,w_256,c_fill","Close-up of hand holding three colorful, reusable cleaning cloths; one cloth says ""DREAM GROWTH"".  CNN Underscored Editor Recs 2023.
"
"https://media.cnn.com/api/v1/images/stellar/prod/ap22333720937546.jpg?c=16x9&q=h_438,w_780,c_fill","Microscopic illustration: Alzheimer's-affected brain cells with amyloid plaques (brown) disrupting neurons.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1127540753.jpg?c=16x9&q=h_144,w_256,c_fill","Close-up of hands holding a plate of two small burgers and fries, alongside a cola;  part of a casual meal at a table.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1387956598-20250407140256397.jpg?c=16x9&q=h_144,w_256,c_fill","Person partially visible in dimly lit bed, face obscured by shadows and bedding.
"
"https://media.cnn.com/api/v1/images/stellar/prod/ap25092829150126.jpg?c=16x9&q=h_438,w_780,c_fill","Close-up of Denver Nuggets Coach Michael Malone looking pensive during a game.
"
"https://media.cnn.com/api/v1/images/stellar/prod/snapins-ai-488859586-184949.JPG?c=16x9&q=h_438,w_780,c_fill","Tender moment: A mother in a hospital gown kisses her newborn son, swaddled in a colorful blanket.
"
"https://media.cnn.com/api/v1/images/stellar/prod/house-explosion-digvid.jpg?c=16x9&q=h_438,w_780,c_fill","House engulfed in flames with a large explosion; a truck is visible in the background.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2061693905.jpg?c=16x9&q=h_438,w_780,c_fill","Meghan Markle at SXSW 2024, wearing a beige shirt and gold earrings.  A professional portrait.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-86131568.jpg?c=16x9&q=h_438,w_780,c_fill","Black and white photo of Brothers Johnson performing onstage: Louis Johnson on bass guitar, George Johnson singing into a microphone.
"
"https://media.cnn.com/api/v1/images/stellar/prod/still-21513119-425518-still.jpg?c=16x9&q=h_144,w_256,c_fill","Headshot of author Sarah Weinman in a navy blazer, appearing in a professional interview setting.
"
"https://media.cnn.com/api/v1/images/stellar/prod/shutterstock-editorial-14513502ag.jpg?c=16x9&q=h_144,w_256,c_fill","Busy Nyhavn canal in Copenhagen, Denmark: a tourist boat, colorful buildings, and many people enjoying the waterfront.
"
"https://media.cnn.com/api/v1/images/stellar/prod/mature-mens-skin-care-cnnu-03.jpg?c=16x9&q=h_438,w_780,c_fill","Middle-aged man using a facial cleansing device in his bathroom.
"
"https://media.cnn.com/api/v1/images/stellar/prod/apple-macbook-pro-m4-hero.png?c=16x9&q=h_438,w_780,c_fill","Slightly open MacBook Pro with vibrant, multicolored light glowing from beneath the screen against a black background.
"
"https://media.cnn.com/api/v1/images/stellar/prod/cinnabon-swirl-ice-cream-sandwiches.jpg?c=16x9&q=h_438,w_780,c_fill","Close-up of hands holding three ice cream sandwiches: chocolate, vanilla with blue topping, and vanilla with chocolate chips.
"
"https://media.cnn.com/api/v1/images/stellar/prod/w-21422-r.jpg?c=16x9&q=h_438,w_780,c_fill","Jubilant soldiers in a cramped room celebrate, rifles visible, American flag in background.
"
"https://media.cnn.com/api/v1/images/stellar/prod/ongoing-excavations-include-protection-site-management-and-conservation-of-these-structures-in-abydos-egypt-image-dr-josef-wegner-for-the-penn-museum.jpg?c=16x9&q=h_438,w_780,c_fill","Archaeologists excavating ancient mud-brick structures in the Abydos, Egypt desert.
"
"https://media.cnn.com/api/v1/images/stellar/prod/19-how-to-train-your-dragon-isle-of-berk-at-universal-epic-universe.JPG?c=16x9&q=h_438,w_780,c_fill","Viking warrior and dragon statues at Universal's How to Train Your Dragon theme park.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1311322508.jpg?c=16x9&q=h_438,w_780,c_fill","Black and white portrait of architect Ludwig Mies van der Rohe, thoughtfully holding a cigar, gazing upward.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1281551639.jpg?c=16x9&q=h_438,w_780,c_fill","Person enjoys a green salad at a cafe table.
"
"https://media.cnn.com/api/v1/images/stellar/prod/still-21484239-3434220-still.jpg?c=16x9&q=h_438,w_780,c_fill","Nighttime airport tarmac; Airbus 340-200 with passengers disembarking; airport staff & uniformed personnel gathered nearby.
"
"https://media.cnn.com/api/v1/images/stellar/prod/01-n826e-1.jpg?c=16x9&q=h_438,w_780,c_fill","Partially submerged plane wreckage in a river; rescue boat with three people nearby.
"
"https://media.cnn.com/api/v1/images/stellar/prod/ap25095472873001.jpg?c=16x9&q=h_438,w_780,c_fill","Low-quality nighttime image: Palestinian Red Crescent ambulance & other emergency vehicles at a road incident in Rafah, Gaza, moments before being fired upon.
"
"https://media.cnn.com/api/v1/images/stellar/prod/230119115206-on-the-phone-in-dark-room-stock.jpg?c=16x9&q=h_438,w_780,c_fill","A shadowed woman sits on a floor, hunched over her phone, near a window.  The dark room and her posture suggest sadness.
"
"https://media.cnn.com/api/v1/images/stellar/bleacherreport/2206093833-large-image.jpg?c=16x9&q=h_438,w_780,c_fill","Close-up of a middle-aged man, possibly a fired NBA coach, looking pensive.
"
"https://media.cnn.com/api/v1/images/stellar/prod/111782-floodwaterkyrestaurant-thumbnail.jpg?c=16x9&q=h_270,w_480,c_fill","Person in camouflage pants standing in floodwater inside a building.
"
"https://media.cnn.com/api/v1/images/stellar/prod/still-21522641-13829-064-still.jpg?c=16x9&q=h_270,w_480,c_fill","Smiling woman in purple shirt holds small brown Yorkshire Terrier in red vest.  Outdoor setting with cars and trees in background.
"
"https://media.cnn.com/api/v1/images/stellar/prod/cows-brazil-flooding-0406-split.jpg?c=16x9&q=h_270,w_480,c_fill","Split image: A cow swims in brown floodwaters on the left; on the right, smaller animals struggle in similar floodwaters near a red-tiled roof.  Brazilian flood impacts livestock.
"
"https://media.cnn.com/api/v1/images/stellar/videothumbnails/39778609-99179850-generated-thumbnail.jpg?c=16x9&q=h_270,w_480,c_fill","Close-up of Anna Delvey, a light-skinned woman with long brown hair and blue eyes, appearing pensive.  She wears a dark collared shirt.
"
"https://media.cnn.com/api/v1/images/stellar/prod/fn-tyler-florence-better-buttermilk-biscuits-h1-s4x3.jpg?c=16x9&q=h_438,w_780,c_fill","Stack of golden-brown buttermilk biscuits on a wooden surface.
"
"https://media.cnn.com/api/v1/images/stellar/prod/fn-fnk-veggie-lovers-club-sandwich-s4x3.jpg?c=16x9&q=h_438,w_780,c_fill","Close-up of a large, layered veggie sandwich on a plate.  Multigrain bread, cheese, tomato, cucumber, red onion, sun-dried tomatoes, pesto, and greens are visible.
"
"https://media.cnn.com/api/v1/images/stellar/prod/1420793895663.jpeg?c=16x9&q=h_438,w_780,c_fill","Two white cornhole boards with yellow triangles sit on a grassy lawn near a wooden fence.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1357880678.jpg?c=16x9&q=h_438,w_780,c_fill","Close-up of hands using a laptop; a plant, coffee cup, and second monitor are visible on the desk.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2193693341.jpg?c=16x9&q=h_144,w_256,c_fill","Close-up of hands using a smartphone; blurred background shows others similarly engaged with phones.
"
"https://media.cnn.com/api/v1/images/stellar/prod/c-ap25093478683487.jpg?c=16x9&q=h_144,w_256,c_fill","People at a media event gaze intently at a display of Nintendo Switch consoles and accessories.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1266858242.jpg?c=16x9&q=h_438,w_780,c_fill","Person working at a cluttered wooden desk, typing on a laptop displaying charts.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1708106024.jpg?c=16x9&q=h_144,w_256,c_fill","Close-up of numerous small stacks of banded US dollar bills arranged in an offset grid pattern against a bright yellow background.
"
"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1215346013.jpg?c=16x9&q=h_144,w_256,c_fill","Person working from home, using smartphone and laptop at a desk with plants and a second monitor.
"
"https://media.cnn.com/api/v1/images/stellar/prod/03-gettyimages-2207298559.JPG?c=16x9&q=h_438,w_780,c_fill","Sunset view of a damaged Mandalay Palace in Myanmar; a monk in maroon robes walks past, reflecting serenity amidst the earthquake's destruction.
"
"https://media.cnn.com/api/v1/images/stellar/prod/00-ap17121525652542.jpg?c=16x9&q=h_438,w_780,c_fill","Close-up of Willem Dafoe, pensively seated on a wooden pew.
"
"https://media.cnn.com/api/v1/images/stellar/prod/13-15-2025-03-31t193707z-475143370-rc2eodavdy83-rtrmadp-3-ukraine-crisis-displaced-jpg.jpg?c=16x9&q=h_438,w_780,c_fill","Close-up of a woman gently holding a tabby cat.  Warm, intimate scene.
"
"https://media.cnn.com/api/v1/images/stellar/prod/18-17-15-3-28-25-wk2-2025-03-29t074743z-1378822136-25796176-rtrmadp-3-basketball-ncaa-jpg.jpg?c=16x9&q=h_438,w_780,c_fill","Coen Carr (55) dunking for Michigan State against Ole Miss in the NCAA tournament.
"
"https://media.cnn.com/api/v1/images/stellar/prod/cnn-games-card-puzzle.jpg?c=16x9&q=h_270,w_480,c_fill","Abstract logo: two overlapping teal squares with inner semi-circles, suggesting connection.
"
"https://media.cnn.com/api/v1/images/stellar/prod/cnn-games-card-sudoblock.jpg?c=16x9&q=h_270,w_480,c_fill","Taskade logo: abstract, light blue design of interconnected white geometric shapes.
"
"https://media.cnn.com/api/v1/images/stellar/prod/cnn-games-card-crossword.jpg?c=16x9&q=h_270,w_480,c_fill","Stylized plus sign logo on yellow-gold background;  squares vary in shades of orange.
"
"https://media.cnn.com/api/v1/images/stellar/prod/cnn-games-card-02.jpg?c=16x9&q=h_270,w_480,c_fill","Cartoon person wearing headphones plays diverse mobile puzzle games: Sudoku, jigsaw, and more.
"
"https://www.cnn.com/wbdotp/consent/3d9a6f21-8e47-43f8-8d58-d86150f3e92b/0195afab-eb14-75bb-8422-ef65c844a510/logos/9651e1f6-c35b-4377-be7f-5a0c93f0ecb8/fd2c628a-153d-49d4-b7b4-92a834c64b28/507420f5-a79f-4038-baea-bb890032307c/CNN_logo.png","CNN logo: white sans-serif letters on a red background.
"
"https://www.cnn.com/wbdotp/consent/3d9a6f21-8e47-43f8-8d58-d86150f3e92b/0195afab-eb14-75bb-8422-ef65c844a510/logos/static/powered_by_logo.svg",""
